Conf. Session	Date	Time CST Local Time (UTC/GMT -6 hours )	Poster Session	Virtual Session 	Paper Type 	Track	Board 	Paper ID	Paper Title	1st Author	Status	Changed From	Changed To	Status of Change	Authors	Session	Change To	Change From	Change To	Status of Change																																																			
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Machine Learning for NLP		1049	A Transformer with Stack Attention	['Jiaoda Li', 'Jennifer C. White', 'Mrinmaya Sachan', 'Ryan Cotterell']						Posters J6	Posters J6 was virtual	VGT - TBD	Session J - 6/19 - 11-12:30	Underline to Update																																																			
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Machine Learning for NLP		1053	GOLD: Generalized Knowledge Distillation via Out-of-Distribution-Guided Language Data Generation	['Mohsen Gholami', 'Mohammad Akbari', 'Tianxi Hu', 'Vaden Masrani', 'Z. Jane Wang', 'Yong Zhang']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Machine Learning for NLP		1055	How Lexical is Bilingual Lexicon Induction?	['Harsh Kohli', 'Helian Feng', 'Nicholas Andrew Dronen', 'Calvin McCarter', 'Sina Moeini', 'Ali Kebarighotbi']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Multimodality and Language Grounding to Vision, Robotics and Beyond		1059	Asking More Informative Questions for Grounded Retrieval	['Sedrick Scott Keh', 'Justin T Chiu', 'Daniel Fried']						Posters J6																																																							
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Summarization		1087	Benchmarking Generation and Evaluation Capabilities of Large Language Models for Instruction Controllable Summarization	['Yixin Liu', 'Alexander Fabbri', 'Jiawen Chen', 'Yilun Zhao', 'SIMENG HAN', 'Shafiq Joty', 'Pengfei Liu', 'Dragomir Radev', 'Chien-Sheng Wu', 'Arman Cohan']						Posters J6	Posters J6 was virtual	VGT - TBD	Session J - 6/19 - 11-12:30	Underline to Update																																																			
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Multimodality and Language Grounding to Vision, Robotics and Beyond		113	OpenFMNav: Towards Open-Set Zero-Shot Object Navigation via Vision-Language Foundation Models	['Yuxuan Kuang', 'Hai Lin', 'Meng Jiang']						Posters J6	Poster J6 was virtual	VGT - TBD	Session J - 6/19 - 11-12:30	Underline to Update																																																			
Session J	2024-06-19	11-12:30	In-Person S7: Findings		Accept to Findings	Machine Learning for NLP		384	Instruction Tuning with Human Curriculum	['Bruce W Lee', 'Hyunsoo Cho', 'Kang Min Yoo']						Posters J6	Poster J6 was virtual	VGT - TBD	Session J - 6/19 - 11-12:30	Underline to Update																																																			
Session J	2024-06-19	11-12:30	In-Person S7: Findings																																																																				
Session J	2024-06-19	11-12:30	In-Person S7: Findings																																																																				
Pre-Conf Virtual 1	2024-06-13	09:00 - 11:00	Virtual GatherTown 1	2024-06-13 9:00 -11:00 MDTVGT Session 1																																																																			
Pre-Conf Virtual 1	2024-06-13	09:00 - 11:00	Virtual GatherTown 1	2024-06-13 9:00 -11:00 MDTVGT Session 1																																																																			
Pre-Conf Virtual 1	2024-06-13	09:00 - 11:00	Virtual GatherTown 1	2024-06-13 9:00 -11:00 MDTVGT Session 1																																																																			
Pre-Conf Virtual 1	2024-06-13	09:00 - 11:00	Virtual GatherTown 1	2024-06-13 9:00 -11:00 MDTVGT Session 1																																																																			
Pre-Conf Virtual 1	2024-06-13	09:00 - 11:00	Virtual GatherTown 1	2024-06-13 9:00 -11:00 MDTVGT Session 1																																																																			
Pre-Conf Virtual 1	2024-06-13	09:00 - 11:00	Virtual GatherTown 1	2024-06-13 9:00 -11:00 MDTVGT Session 1																																																																			
Pre-Conf Virtual 1	2024-06-13	09:00 - 11:00	Virtual GatherTown 1	2024-06-13 9:00 -11:00 MDTVGT Session 1																																																																			
Pre-Conf Virtual 1	2024-06-13	09:00 - 11:00	Virtual GatherTown 1	2024-06-13 9:00 -11:00 MDTVGT Session 1																																																																			
Pre-Conf Virtual 1	2024-06-13	09:00 - 11:00	Virtual GatherTown 1	2024-06-13 9:00 -11:00 MDTVGT Session 1																																																																			
Pre-Conf Virtual 1	2024-06-13	09:00 - 11:00	Virtual GatherTown 1	2024-06-13 9:00 -11:00 MDTVGT Session 1																																																																			
Pre-Conf Virtual 1	2024-06-13	09:00 - 11:00	Virtual GatherTown 1	2024-06-13 9:00 -11:00 MDTVGT Session 1																																																																			
Pre-Conf Virtual 1	2024-06-13	09:00 - 11:00	Virtual GatherTown 1	2024-06-13 9:00 -11:00 MDTVGT Session 1																																																																			
Pre-Conf Virtual 1	2024-06-13	09:00 - 11:00	Virtual GatherTown 1	2024-06-13 9:00 -11:00 MDTVGT Session 1																																																																			
Pre-Conf Virtual 1	2024-06-13	09:00 - 11:00	Virtual GatherTown 1	2024-06-13 9:00 -11:00 MDTVGT Session 1																																																																			
Pre-Conf Virtual 1	2024-06-13	09:00 - 11:00	Virtual GatherTown 1	2024-06-13 9:00 -11:00 MDTVGT Session 1																																																																			
Pre-Conf Virtual 1	2024-06-13	09:00 - 11:00	Virtual GatherTown 1	2024-06-13 9:00 -11:00 MDTVGT Session 1																																																																			
Pre-Conf Virtual 1	2024-06-13	09:00 - 11:00	Virtual GatherTown 1	2024-06-13 9:00 -11:00 MDTVGT Session 1																																																																			
Pre-Conf Virtual 1	2024-06-13	09:00 - 11:00	Virtual GatherTown 1	2024-06-13 9:00 -11:00 MDTVGT Session 1																																																																			
Pre-Conf Virtual 1	2024-06-13	09:00 - 11:00	Virtual GatherTown 1	2024-06-13 9:00 -11:00 MDTVGT Session 1																																																																			
Pre-Conf Virtual 1	2024-06-13	09:00 - 11:00	Virtual GatherTown 1	2024-06-13 9:00 -11:00 MDTVGT Session 1																																																																			
Pre-Conf Virtual 1	2024-06-13	09:00 - 11:00	Virtual GatherTown 1	2024-06-13 9:00 -11:00 MDTVGT Session 1																																																																			
Pre-Conf Virtual 1	2024-06-13	09:00 - 11:00	Virtual GatherTown 1	2024-06-13 9:00 -11:00 MDTVGT Session 1																																																																			
Pre-Conf Virtual 1	2024-06-13	09:00 - 11:00	Virtual GatherTown 1	2024-06-13 9:00 -11:00 MDTVGT Session 1																																																																			
Pre-Conf Virtual 1	2024-06-13	09:00 - 11:00	Virtual GatherTown 1	2024-06-13 9:00 -11:00 MDTVGT Session 1																																																																			
Pre-Conf Virtual 1	2024-06-13	09:00 - 11:00	Virtual GatherTown 1	2024-06-13 9:00 -11:00 MDTVGT Session 1																																																																			
Pre-Conf Virtual 1	2024-06-13	09:00 - 11:00	Virtual GatherTown 1	2024-06-13 9:00 -11:00 MDTVGT Session 1																																																																			
Pre-Conf Virtual 1	2024-06-13	09:00 - 11:00	Virtual GatherTown 1	2024-06-13 9:00 -11:00 MDTVGT Session 1																																																																			
Pre-Conf Virtual 1	2024-06-13	09:00 - 11:00	Virtual GatherTown 1	2024-06-13 9:00 -11:00 MDTVGT Session 1																																																																			
Pre-Conf Virtual 1	2024-06-13	09:00 - 11:00	Virtual GatherTown 1	2024-06-13 9:00 -11:00 MDTVGT Session 1																																																																			
Pre-Conf Virtual 1	2024-06-13	09:00 - 11:00	Virtual GatherTown 1	2024-06-13 9:00 -11:00 MDTVGT Session 1																																																																			
Pre-Conf Virtual 1	2024-06-13	09:00 - 11:00	Virtual GatherTown 1	2024-06-13 9:00 -11:00 MDTVGT Session 1																																																																			
Pre-Conf Virtual 1	2024-06-13	09:00 - 11:00	Virtual GatherTown 1	2024-06-13 9:00 -11:00 MDTVGT Session 1																																																																			
Pre-Conf Virtual 1	2024-06-13	09:00 - 11:00	Virtual GatherTown 1	2024-06-13 9:00 -11:00 MDTVGT Session 1																																																																			
Pre-Conf Virtual 1	2024-06-13	09:00 - 11:00	Virtual GatherTown 1	2024-06-13 9:00 -11:00 MDTVGT Session 1																																																																			
Pre-Conf Virtual 1	2024-06-13	09:00 - 11:00	Virtual GatherTown 1	2024-06-13 9:00 -11:00 MDTVGT Session 1																																																																			
Pre-Conf Virtual 1	2024-06-13	09:00 - 11:00	Virtual GatherTown 1	2024-06-13 9:00 -11:00 MDTVGT Session 1																																																																			
Pre-Conf Virtual 1	2024-06-13	09:00 - 11:00	Virtual GatherTown 1	2024-06-13 9:00 -11:00 MDTVGT Session 1																																																																			
Pre-Conf Virtual 1	2024-06-13	09:00 - 11:00	Virtual GatherTown 1	2024-06-13 9:00 -11:00 MDTVGT Session 1																																																																			
Pre-Conf Virtual 1	2024-06-13	09:00 - 11:00	Virtual GatherTown 1	2024-06-13 9:00 -11:00 MDTVGT Session 1																																																																			
Pre-Conf Virtual 1	2024-06-13	09:00 - 11:00	Virtual GatherTown 1	2024-06-13 9:00 -11:00 MDTVGT Session 1																																																																			
Pre-Conf Virtual 1	2024-06-13	09:00 - 11:00	Virtual GatherTown 1	2024-06-13 9:00 -11:00 MDTVGT Session 1																																																																			
Pre-Conf Virtual 1	2024-06-13	09:00 - 11:00	Virtual GatherTown 1	2024-06-13 9:00 -11:00 MDTVGT Session 1																																																																			
Pre-Conf Virtual 1	2024-06-13	09:00 - 11:00	Virtual GatherTown 1	2024-06-13 9:00 -11:00 MDTVGT Session 1																																																																			
Pre-Conf Virtual 1	2024-06-13	09:00 - 11:00	Virtual GatherTown 1	2024-06-13 9:00 -11:00 MDTVGT Session 1																																																																			
Pre-Conf Virtual 1	2024-06-13	09:00 - 11:00	Virtual GatherTown 1	2024-06-13 9:00 -11:00 MDTVGT Session 1																																																																			
Pre-Conf Virtual 1	2024-06-13	09:00 - 11:00	Virtual GatherTown 1	2024-06-13 9:00 -11:00 MDTVGT Session 1																																																																			
Pre-Conf Virtual 1	2024-06-13	09:00 - 11:00	Virtual GatherTown 1	2024-06-13 9:00 -11:00 MDTVGT Session 1																																																																			
Pre-Conf Virtual 1	2024-06-13	09:00 - 11:00	Virtual GatherTown 1	2024-06-13 9:00 -11:00 MDTVGT Session 1																																																																			
Pre-Conf Virtual 1	2024-06-13	09:00 - 11:00	Virtual GatherTown 1	2024-06-13 9:00 -11:00 MDTVGT Session 1																																																																			
Pre-Conf Virtual 1	2024-06-13	09:00 - 11:00	Virtual GatherTown 1	2024-06-13 9:00 -11:00 MDTVGT Session 1																																																																			
Pre-Conf Virtual 1	2024-06-13	09:00 - 11:00	Virtual GatherTown 1	2024-06-13 9:00 -11:00 MDTVGT Session 1																																																																			
Pre-Conf Virtual 1	2024-06-13	09:00 - 11:00	Virtual GatherTown 1	2024-06-13 9:00 -11:00 MDTVGT Session 1																																																																			
Pre-Conf Virtual 1	2024-06-13	09:00 - 11:00	Virtual GatherTown 1	2024-06-13 9:00 -11:00 MDTVGT Session 1																																																																			
Pre-Conf Virtual 1	2024-06-13	09:00 - 11:00	Virtual GatherTown 1	2024-06-13 9:00 -11:00 MDTVGT Session 1																																																																			
Pre-Conf Virtual 1	2024-06-13	09:00 - 11:00	Virtual GatherTown 1	2024-06-13 9:00 -11:00 MDTVGT Session 1																																																																			
Pre-Conf Virtual 1	2024-06-13	09:00 - 11:00	Virtual GatherTown 1	2024-06-13 9:00 -11:00 MDTVGT Session 1																																																																			
Pre-Conf Virtual 1	2024-06-13	09:00 - 11:00	Virtual GatherTown 1	2024-06-13 9:00 -11:00 MDTVGT Session 1																																																																			
Pre-Conf Virtual 1	2024-06-13	09:00 - 11:00	Virtual GatherTown 1	2024-06-13 9:00 -11:00 MDTVGT Session 1																																																																			
Pre-Conf Virtual 1	2024-06-13	09:00 - 11:00	Virtual GatherTown 1	2024-06-13 9:00 -11:00 MDTVGT Session 1																																																																			
Pre-Conf Virtual 1	2024-06-13	09:00 - 11:00	Virtual GatherTown 1	2024-06-13 9:00 -11:00 MDTVGT Session 1																																																																			
